# 
#  Image file: frame00145.jpg
#  Applied threshold: 500
#  Algorithm used: fill2                 
#  Particle count: 21
#  Location (x,y), max luminance, and mass:
# 
 36	  7	765	  1	
 44	 79	765	  1	
 73	250	765	  1	
 90	159	765	  1	
137	190	765	  1	
186	 28	765	  1	
254	223	765	  1	
324	223	765	  1	
325	299	765	  1	
390	324	765	  1	
402	164	765	  1	
419	313	765	  1	
461	201	765	  1	
476	410	765	  1	
512	413	765	  1	
545	226	765	  1	
546	356	765	  1	
547	 43	765	  1	
588	415	765	  1	
604	348	765	  1	
623	 48	765	  1	
