# 
#  Image file: frame00006.jpg
#  Applied threshold: 500
#  Algorithm used: fill2                 
#  Particle count: 22
#  Location (x,y), max luminance, and mass:
# 
 55	278	764	  4	
 66	228	765	  5	
115	292	524	  1	
154	359	500	  1	
184	214	764	  4	
201	216	764	  3	
254	223	650	  1	
286	465	761	  4	
297	321	764	  5	
390	324	554	  1	
432	352	764	  8	
450	120	764	  6	
472	178	765	  3	
498	205	764	  3	
533	450	653	  4	
540	 42	641	  3	
551	468	764	  4	
602	293	764	  3	
626	 74	764	  6	
628	 66	548	  2	
630	 59	578	  4	
635	 71	572	  3	
