# 
#  Image file: frame00134.jpg
#  Applied threshold: 500
#  Algorithm used: fill2                 
#  Particle count: 22
#  Location (x,y), max luminance, and mass:
# 
  2	  8	764	  6	
 26	 76	530	  2	
 79	139	764	  3	
165	  0	764	  3	
170	 87	614	  3	
237	259	518	  1	
254	223	653	  1	
272	272	764	  2	
281	417	764	  4	
289	 28	521	  1	
318	127	581	  4	
363	267	764	  3	
373	475	764	  5	
387	  5	764	  6	
390	324	653	  1	
409	180	763	  6	
429	305	509	  1	
482	368	629	  4	
505	206	764	  4	
510	450	764	  3	
566	213	764	  3	
580	141	764	  6	
