# 
#  Image file: frame00109.jpg
#  Applied threshold: 500
#  Algorithm used: fill2                 
#  Particle count: 20
#  Location (x,y), max luminance, and mass:
# 
  9	 94	764	  4	
 29	369	509	  1	
 38	 12	764	  6	
 48	128	765	  2	
116	  0	764	  2	
195	101	611	  3	
202	197	764	  5	
254	223	638	  1	
267	300	548	  9	
289	472	764	  4	
334	154	764	  3	
390	324	653	  1	
396	  1	764	  3	
402	184	764	  3	
416	299	765	  3	
424	447	692	  5	
488	211	764	  5	
511	453	512	  1	
551	138	656	  7	
607	214	764	  5	
