# 
#  Image file: frame00054.jpg
#  Applied threshold: 500
#  Algorithm used: fill2                 
#  Particle count: 22
#  Location (x,y), max luminance, and mass:
# 
  9	 35	765	  1	
 28	135	765	  1	
 43	 97	765	  1	
115	292	765	  1	
194	212	765	  1	
254	223	765	  1	
298	207	765	  1	
316	116	765	  1	
316	469	765	  1	
318	 95	765	  1	
352	  2	765	  1	
389	166	765	  1	
390	324	765	  1	
420	 48	765	  1	
420	338	765	  1	
431	463	765	  1	
440	430	765	  1	
446	193	765	  1	
614	142	765	  1	
621	341	765	  1	
622	235	765	  1	
639	454	765	  1	
