# 
#  Image file: Goad1_T0124.jpg
#  Applied threshold: 575
#  Algorithm used: fill2                 
#  Particle count: 1854
#  Location (x,y), max luminance, and mass:
# 
  0	176	765	  1	
  0	183	765	  1	
  7	 98	765	  1	
  8	137	765	  1	
  8	199	765	  1	
  8	319	765	  1	
 10	183	765	  1	
 10	358	765	  1	
 11	376	765	  1	
 22	472	765	  1	
 31	407	765	  1	
 32	148	765	  1	
 32	352	765	  1	
 32	359	765	  1	
 35	128	765	  1	
 38	272	765	  1	
 40	 88	765	  1	
 47	335	765	  1	
 48	135	765	  1	
 48	352	765	  1	
 53	352	765	  1	
 56	264	765	  1	
 63	327	765	  1	
 64	230	765	  1	
 72	136	765	  1	
 72	303	765	  1	
 75	424	765	  1	
 79	 71	765	  1	
 79	150	765	  1	
 79	399	765	  1	
 80	574	765	  1	
 81	223	765	  1	
 81	228	765	  1	
 86	298	765	  1	
 88	304	765	  1	
 88	309	765	  1	
 88	316	765	  1	
 88	376	765	  1	
 90	151	765	  1	
 91	204	765	  1	
 92	170	765	  1	
 95	  2	765	  1	
 96	284	765	  1	
 96	296	765	  1	
 96	576	765	  1	
 99	280	765	  1	
100	576	765	  1	
103	 72	765	  1	
103	191	765	  1	
103	360	765	  1	
104	136	765	  1	
104	267	765	  1	
106	578	765	  1	
111	198	765	  1	
111	264	765	  1	
111	271	765	  1	
111	408	765	  1	
112	103	765	  1	
112	130	765	  1	
112	135	765	  1	
112	163	765	  1	
112	173	765	  1	
112	376	765	  1	
113	263	765	  1	
114	168	765	  1	
114	496	765	  1	
115	158	765	  1	
117	101	765	  1	
118	120	765	  1	
119	 74	765	  1	
119	152	765	  1	
119	290	765	  1	
119	415	765	  1	
120	160	765	  1	
120	456	765	  1	
122	511	765	  1	
123	  0	765	  1	
123	103	765	  1	
123	175	765	  1	
123	368	765	  1	
124	322	765	  1	
125	 96	765	  1	
125	128	765	  1	
125	135	765	  1	
128	127	765	  1	
131	176	765	  1	
131	188	765	  1	
131	323	765	  1	
132	280	765	  1	
133	288	765	  1	
134	139	765	  1	
135	166	765	  1	
135	283	765	  1	
135	315	765	  1	
135	399	765	  1	
136	126	765	  1	
136	135	765	  1	
136	296	765	  1	
136	350	765	  1	
136	359	765	  1	
136	363	765	  1	
138	284	765	  1	
139	  7	765	  1	
139	120	765	  1	
139	128	765	  1	
139	290	765	  1	
141	144	765	  1	
142	351	765	  1	
142	367	765	  1	
143	135	765	  1	
143	203	765	  1	
143	289	765	  1	
144	208	765	  1	
144	215	765	  1	
144	379	765	  1	
144	440	765	  1	
145	242	765	  1	
145	416	765	  1	
147	308	765	  1	
149	134	765	  1	
150	227	765	  1	
151	 34	765	  1	
151	160	765	  1	
151	167	765	  1	
151	211	765	  1	
152	126	765	  1	
152	159	765	  1	
152	187	765	  1	
152	278	765	  1	
152	357	765	  1	
152	384	765	  1	
152	423	765	  1	
152	447	765	  1	
155	152	765	  1	
156	377	765	  1	
158	124	765	  1	
158	200	765	  1	
158	335	765	  1	
159	159	765	  1	
159	184	765	  1	
159	191	765	  1	
159	384	765	  1	
159	528	765	  1	
160	154	765	  1	
160	163	765	  1	
160	207	765	  1	
160	333	765	  1	
160	340	765	  1	
160	367	765	  1	
160	414	765	  1	
161	194	765	  1	
161	199	765	  1	
162	 88	765	  1	
