# 
#  Image file: Goad2_T0042.jpg
#  Applied threshold: 575
#  Algorithm used: fill2                 
#  Particle count: 1956
#  Location (x,y), max luminance, and mass:
# 
  0	446	765	  1	
  0	455	765	  1	
  2	437	765	  1	
  4	399	765	  1	
  5	246	765	  1	
  7	446	765	  1	
  8	256	765	  1	
  8	456	765	  1	
 10	 96	765	  1	
 15	224	765	  1	
 18	483	765	  1	
 22	343	765	  1	
 25	532	765	  1	
 31	304	765	  1	
 32	367	765	  1	
 35	352	765	  1	
 36	283	765	  1	
 40	239	765	  1	
 40	352	765	  1	
 41	232	765	  1	
 42	222	765	  1	
 47	352	765	  1	
 48	287	765	  1	
 48	348	765	  1	
 48	464	765	  1	
 52	224	765	  1	
 54	256	765	  1	
 55	283	765	  1	
 56	144	765	  1	
 56	147	765	  1	
 59	148	765	  1	
 64	103	765	  1	
 66	182	765	  1	
 68	109	765	  1	
 70	261	765	  1	
 71	 80	765	  1	
 71	105	765	  1	
 71	248	765	  1	
 72	367	765	  1	
 74	349	765	  1	
 75	360	765	  1	
 76	149	765	  1	
 79	367	765	  1	
 82	144	765	  1	
 84	 96	765	  1	
 84	191	765	  1	
 84	199	765	  1	
 87	236	765	  1	
 88	199	765	  1	
 88	232	765	  1	
 88	240	765	  1	
 88	256	765	  1	
 88	447	765	  1	
 90	248	765	  1	
 92	203	765	  1	
 94	132	765	  1	
 95	408	765	  1	
 95	527	765	  1	
 96	151	765	  1	
102	233	765	  1	
103	  0	765	  1	
104	163	765	  1	
104	301	765	  1	
105	462	765	  1	
106	144	765	  1	
106	402	765	  1	
110	111	765	  1	
111	 32	765	  1	
111	248	765	  1	
112	212	765	  1	
115	184	765	  1	
115	191	765	  1	
115	206	765	  1	
118	413	765	  1	
119	244	765	  1	
119	495	765	  1	
119	510	765	  1	
120	  4	765	  1	
120	135	765	  1	
120	163	765	  1	
120	248	765	  1	
120	299	765	  1	
120	376	765	  1	
120	537	765	  1	
122	391	765	  1	
123	  0	765	  1	
123	128	765	  1	
123	216	765	  1	
124	204	765	  1	
127	  8	765	  1	
127	135	765	  1	
127	160	765	  1	
127	167	765	  1	
127	267	765	  1	
127	296	765	  1	
127	303	765	  1	
127	512	765	  1	
128	 23	765	  1	
128	120	765	  1	
128	127	765	  1	
128	136	765	  1	
128	143	765	  1	
128	146	765	  1	
128	151	765	  1	
128	273	765	  1	
128	279	765	  1	
128	328	765	  1	
130	256	765	  1	
132	272	765	  1	
133	176	765	  1	
133	187	765	  1	
133	333	765	  1	
134	278	765	  1	
135	136	765	  1	
135	143	765	  1	
136	152	765	  1	
136	167	765	  1	
136	304	765	  1	
136	312	765	  1	
136	327	765	  1	
138	163	765	  1	
138	354	765	  1	
139	223	765	  1	
139	320	765	  1	
140	271	765	  1	
140	307	765	  1	
141	323	765	  1	
142	141	765	  1	
142	224	765	  1	
142	231	765	  1	
143	114	765	  1	
143	152	765	  1	
143	312	765	  1	
144	447	765	  1	
144	533	765	  1	
147	312	765	  1	
149	 82	765	  1	
151	191	765	  1	
151	384	765	  1	
152	  2	765	  1	
152	136	765	  1	
152	147	765	  1	
152	155	765	  1	
152	200	765	  1	
152	235	765	  1	
152	258	765	  1	
152	263	765	  1	
152	298	765	  1	
152	333	765	  1	
152	496	765	  1	
152	504	765	  1	
152	511	765	  1	
156	  0	765	  1	
157	112	765	  1	
158	 87	765	  1	
158	172	765	  1	
158	200	765	  1	
159	152	765	  1	
159	159	765	  1	
159	227	765	  1	
159	232	765	  1	
159	239	765	  1	
160	  5	765	  1	
160	 43	765	  1	
160	 64	765	  1	
160	123	765	  1	
160	144	765	  1	
160	194	765	  1	
160	205	765	  1	
160	321	765	  1	
160	336	765	  1	
162	263	765	  1	
163	277	765	  1	
163	373	765	  1	
164	136	765	  1	
165	 40	765	  1	
165	383	765	  1	
166	201	765	  1	
166	315	765	  1	
166	392	765	  1	
166	500	765	  1	
167	 64	765	  1	
167	168	765	  1	
168	 16	765	  1	
168	 63	765	  1	
168	 80	765	  1	
168	 96	765	  1	
168	103	765	  1	
168	140	765	  1	
168	149	765	  1	
168	230	765	  1	
168	264	765	  1	
168	285	765	  1	
168	296	765	  1	
168	536	765	  1	
169	104	765	  1	
169	111	765	  1	
171	 56	765	  1	
171	 85	765	  1	
171	146	765	  1	
171	303	765	  1	
172	157	765	  1	
173	128	765	  1	
173	141	765	  1	
174	 69	765	  1	
174	384	765	  1	
175	 63	765	  1	
175	 99	765	  1	
175	112	765	  1	
175	296	765	  1	
175	536	765	  1	
176	 35	765	  1	
176	 64	765	  1	
176	 95	765	  1	
176	188	765	  1	
176	196	765	  1	
176	308	765	  1	
176	351	765	  1	
176	472	765	  1	
178	378	765	  1	
179	 62	765	  1	
179	151	765	  1	
179	197	765	  1	
179	271	765	  1	
180	304	765	  1	
181	187	765	  1	
182	159	765	  1	
182	175	765	  1	
182	183	765	  1	
182	192	765	  1	
182	311	765	  1	
183	 67	765	  1	
183	 81	765	  1	
183	112	765	  1	
183	128	765	  1	
183	224	765	  1	
183	237	765	  1	
184	216	765	  1	
184	231	765	  1	
184	366	765	  1	
186	223	765	  1	
187	 72	765	  1	
187	345	765	  1	
187	511	765	  1	
188	 87	765	  1	
188	384	765	  1	
189	120	765	  1	
190	504	765	  1	
191	 32	765	  1	
191	 39	765	  1	
191	128	765	  1	
192	184	765	  1	
192	191	765	  1	
192	234	765	  1	
192	239	765	  1	
192	371	765	  1	
193	154	765	  1	
194	  8	765	  1	
194	134	765	  1	
194	407	765	  1	
195	 46	765	  1	
195	163	765	  1	
195	215	765	  1	
195	362	765	  1	
198	171	765	  1	
199	  8	765	  1	
199	 18	765	  1	
199	187	765	  1	
199	230	765	  1	
199	528	765	  1	
200	 32	765	  1	
200	 66	765	  1	
200	103	765	  1	
200	200	765	  1	
200	226	765	  1	
200	243	765	  1	
200	280	765	  1	
200	419	765	  1	
200	423	765	  1	
200	503	765	  1	
201	159	765	  1	
203	144	765	  1	
203	207	765	  1	
205	 74	765	  1	
205	168	765	  1	
206	 97	765	  1	
206	231	765	  1	
206	287	765	  1	
207	 58	765	  1	
207	200	765	  1	
207	240	765	  1	
207	247	765	  1	
207	375	765	  1	
